Time - Voltage_1,Amplitude - Voltage_1
0.249,-0.000859
0.433,-0.001769
0.019,-0.002591
0.322,-0.001729
0.332,0.000765
0.056,0.006259
0.301,-0.01271
0.229,-0.004005
0.331,0.001442
0.132,0.003118
0.137,-0.003925
0.423,-0.006603
0.335,-0.001007
0.025,-0.001117
0.464,-0.003604
0.281,-0.007285
0.247,0.008708
0.237,-0.006342
0.117,2.42e-05
0.042,0.003182
0.22,-0.002721
0.176,0.002763
0.32,-0.002009
0.153,0.000363
0.231,0.005244
0.227,0.003343
0.417,-0.002491
0.203,-0.002862
0.126,-0.000176
0.329,0.006243
0.031,-0.003403
0.113,0.003472
0.47,0.00634
0.271,-0.001127
0.14,-0.005961
0.057,-0.003042
0.192,0.000653
0.024,-0.003694
0.017,-0.006873
0.265,-0.00219
0.066,0.001023
0.208,-0.004978
0.479,-0.012349
0.094,-0.002491
0.253,-0.00217
0.266,0.003037
0.023,-0.002571
0.222,-0.005961
0.261,-0.004487
0.426,0.001539
0.005,-0.00208
0.116,-0.001548
0.045,-0.001227
0.016,-0.000371
0.462,-0.003694
0.357,-0.003223
0.003,-0.007606
0.218,-0.007014
0.405,-0.00211
0.06,-0.004115
0.11,0.000701
0.318,-0.005098
0.428,-0.001017
0.029,0.000943
0.437,-0.003955
0.471,0.000653
0.026,0.000636
0.007,0.0099
0.453,0.002473
0.108,0.00584
0.037,0.000588
0.157,0.001539
0.489,0.005727
0.118,0.019164
0.114,0.001345
0.175,0.001555
0.373,1.94e-05
0.181,-0.008368
0.144,-0.003514
0.369,0.004181
0.39,0.004535
0.195,0.002763
0.404,-0.003313
0.275,0.00178
0.454,0.000524
0.141,-0.009521
0.365,-0.001137
0.067,-0.001618
0.21,0.006259
0.168,-0.001257
0.493,0.004761
0.375,0.003134
0.4,0.001184
0.272,0.002586
0.109,0.007242
0.248,-0.00208
0.145,-0.001368
0.092,-0.003323
0.152,-0.003383
0.367,0.004584
0.467,0.013686
0.083,-0.006653
0.245,-0.001809
0.165,-0.003564
0.163,-0.007906
0.199,-0.007074
0.228,0.000733
0.074,0.002425
0.478,-0.004717
0.358,-0.003253
0.25,0.000215
0.119,-0.005349
0.31,0.004777
0.299,-0.005359
0.255,0.00323
0.354,0.000717
0.399,-0.003353
0.225,-0.003223
0.353,0.000312
0.234,0.001523
0.382,-0.007676
0.274,0.002393
0.036,0.003198
0.196,-0.001979
0.139,0.003859
0.364,-0.004085
0.244,-0.002501
0.439,0.001941
0.286,0.000508
0.059,-0.001478
0.111,-0.00925
0.089,0.003118
0.436,0.000846
0.006,0.000749
0.36,-0.006141
0.346,0.005244
0.338,-0.00227
0.158,0.012639
0.15,0.001136
0.177,-0.004777
0.393,0.001378
0.184,-0.002792
0.449,-0.00559
0.01,0.004455
0.38,0.001152
0.103,-0.003945
0.081,0.000878
0.038,0.000524
0.314,0.000298
0.167,0.008966
0.469,-0.004306
0.296,-0.001358
0.474,0.001152
0.198,-0.009451
0.297,-0.004346
0.416,-0.00208
0.146,0.003939
0.392,0.000266
0.147,0.014685
0.447,0.005099
0.287,0.006871
0.123,-0.002019
0.368,0.002006
0.096,-0.001518
0.143,-0.001408
0.239,-0.001979
0.442,-0.002571
0.097,-0.002651
0.407,0.002135
0.122,0.007612
0.183,-0.001037
0.202,-0.00568
0.246,0.000975
0.305,-0.001989
0.298,0.002521
0.351,0.000363
0.386,0.004841
0.395,0.000703
0.284,-0.003644
0.125,-0.00207
