Time - Voltage_1,Amplitude - Voltage_1
0.249,-0.005078
0.433,0.002183
0.019,-0.004858
0.322,-0.001739
0.332,0.000572
0.056,-0.004948
0.301,-0.00219
0.229,0.002231
0.331,0.001877
0.132,0.000798
0.137,0.003665
0.423,-0.003002
0.335,0.006114
0.025,-0.002792
0.464,-0.004226
0.281,-0.001528
0.247,0.00381
0.237,-0.004487
0.117,0.000613
0.042,-0.006593
0.22,0.002183
0.176,0.000798
0.32,-0.001759
0.153,0.002248
0.231,0.002618
0.227,-0.003724
0.417,0.000524
0.203,-0.001027
0.126,0.010384
0.329,0.007951
0.031,0.005872
0.113,0.001861
0.47,0.000814
0.271,-0.001719
0.14,-0.004727
0.057,-0.007154
0.192,0.001216
0.024,0.000266
0.017,0.002924
0.265,0.010351
0.066,0.009079
0.208,0.002151
0.479,0.000427
0.094,0.002763
0.253,0.000218
0.266,0.005131
0.023,-0.003825
0.222,0.000524
0.261,-0.001909
0.426,-0.005941
0.005,-0.000273
0.116,-0.006653
0.045,4.03e-05
0.016,-0.003855
0.462,0.009675
0.357,-0.011417
0.003,-0.003524
0.218,-0.005349
0.405,0.00613
0.06,0.004729
0.11,-0.003103
0.318,0.000604
0.428,0.002135
0.029,-0.0022
0.437,-0.002401
0.471,-0.00207
0.026,0.005534
0.007,0.000943
0.453,0.005454
0.108,0.00953
0.037,0.001893
0.157,-0.005981
0.489,-0.001047
0.118,-0.00213
0.114,0.002763
0.175,0.000669
0.373,-0.001769
0.181,0.000185
0.144,-0.001909
0.369,0.001555
0.39,0.00518
0.195,-0.005329
0.404,-0.003213
0.275,-0.004226
0.454,-0.005981
0.141,-0.004146
0.365,0.002425
0.067,0.012188
0.21,-0.001067
0.168,0.005083
0.493,-0.001247
0.375,0.002505
0.4,-0.001578
0.272,0.002505
0.109,0.001716
0.248,-0.010283
0.145,0.007596
0.092,0.006243
0.152,0.003069
0.367,0.001458
0.467,-0.004236
0.083,-0.002812
0.245,-0.000176
0.165,0.002618
0.163,-0.002581
0.199,0.012687
0.228,-0.003815
0.074,0.000588
0.478,-0.002511
0.358,-0.001007
0.25,0.007516
0.119,0.004487
0.31,8.1e-06
0.299,0.002634
0.255,-0.003383
0.354,-0.002701
0.399,-0.00224
0.225,-0.00575
0.353,-0.001337
0.234,-0.004035
0.382,0.004197
0.274,-0.001438
0.036,-0.002912
0.196,-0.007234
0.139,-0.008157
0.364,0.000459
0.244,0.010174
0.439,-0.002832
0.286,0.002344
0.059,0.003021
0.111,0.003166
0.089,-0.001719
0.436,-0.003153
0.006,0.002779
0.36,-0.003072
0.346,0.01628
0.338,0.008144
0.158,-0.004045
0.15,0.000975
0.177,-0.003524
0.393,-0.003905
0.184,0.004503
0.449,0.001474
0.01,-0.00561
0.38,-0.002812
0.103,-0.00234
0.081,-0.003293
0.038,0.002473
0.314,-0.003795
0.167,0.0128
0.469,-0.001317
0.296,-0.010053
0.474,-0.002691
0.198,-0.0023
0.297,-0.004256
0.416,0.01222
0.146,0.003408
0.392,-0.001909
0.147,0.002457
0.447,-0.002782
0.287,0.004648
0.123,-0.001588
0.368,0.002086
0.096,-0.002721
0.143,0.001152
0.239,-0.00553
0.442,0.011221
0.097,-0.00552
0.407,0.003504
0.122,-0.002019
0.183,-0.001137
0.202,0.000379
0.246,0.004197
0.305,-0.002802
0.298,-0.006643
0.351,-0.000273
0.386,-0.009752
0.395,-0.007395
0.284,0.009691
0.125,0.005663
0.302,-0.001187
0.223,-0.001819
0.418,-0.003594
0.219,-0.007024
0.129,0.008515
0.42,-0.001809
0.289,-0.001327
0.444,0.019406
0.376,0.005711
0.291,0.000801
0.355,-0.005038
0.294,-0.003524
0.396,-0.002681
0.34,-0.000762
0.112,-0.001307
0.179,0.012269
0.307,0.001249
0.432,-0.004767
0.487,-0.006432
0.481,0.006211
0.422,0.006533
0.233,0.000411
0.311,0.000234
0.164,0.005615
0.136,-0.008959
0.197,-0.010273
0.258,0.007935
0.232,0.00178
0.115,-0.004115
0.12,7.25e-05
0.349,-0.001257
0.224,0.010448
0.402,0.012913
0.397,0.004954
0.127,-0.004296
0.285,0.003939
0.411,0.001619
0.107,0.000298
0.37,0.002956
0.325,-0.004115
0.133,-0.001257
0.452,-0.003684
0.044,-0.001668
0.46,-0.002952
0.065,0.000894
0.283,0.006759
0.085,0.00439
0.242,-0.001699
0.186,-0.002902
0.383,0.010206
0.159,-0.011667
0.012,0.002086
0.035,0.00315
0.028,0.001394
0.17,0.002989
0.142,-0.005479
0.398,0.00041
0.342,0.002989
0.221,-0.005259
0.095,0.001361
0.051,-0.004787
0.24,-0.003634
0.484,-0.002782
0.378,-0.004446
0.178,0.003585
0.041,-0.007886
0.498,-0.00224
0.421,-0.001729
0.206,-0.001668
0.282,-0.002571
0.254,-0.003223
0.412,-0.003153
0.004,-0.001067
0.256,0.000234
0.448,0.001297
0.1,-0.013071
0.226,0.009481
0.429,0.00054
0.213,0.002521
0.171,-0.001408
0.098,-0.000762
0.292,0.003536
0.215,0.002731
0.061,0.003698
0.047,0.008966
0.032,-0.001327
0.267,0.020453
0.327,-0.002802
0.2,-0.004346
0.446,-0.006994
0.027,-0.003895
0.424,0.003182
0.23,-0.003544
0.26,-0.002481
0.288,0.004777
0.162,-0.002571
0.425,-0.004055
0.138,-0.005981
0.062,-0.00567
0.135,0.001732
0.128,0.008966
0.476,-0.006924
0.008,0.004535
0.326,0.001764
0.463,-0.000762
0.064,-0.001668
0.3,0.000703
0.014,0.001555
0.156,0.005921
0.04,0.000379
0.379,-0.003193
0.468,0.006726
0.403,0.009755
0.216,-0.010664
0.279,-0.001207
0.434,-0.004517
0.43,0.000991
0.337,0.009642
0.236,-0.006302
0.207,0.002457
0.212,-0.001077
0.295,0.009014
0.457,-0.001849
0.251,-0.001598
0.488,0.006324
0.486,0.000588
0.303,0.005083
0.35,0.004358
0.269,-0.001197
0.201,-0.004948
0.161,-0.002491
0.043,0.000121
0.217,0.001555
0.401,-0.001578
0.19,0.014234
0.309,0.005292
0.259,0.003536
0.105,0.005437
0.053,-0.001388
0.389,-0.001969
0.001,0.008627
0.441,0.004439
0.482,0.005341
0.049,0.012994
0.419,-0.004998
0.08,0.009095
0.205,0.001571
0.034,0.001216
0.263,0.003472
0.427,-0.001187
0.366,-0.002531
0.091,-0.004727
0.339,-0.004767
0.473,-0.002842
0.052,0.004584
0.345,0.01736
0.264,0.011141
0.241,-0.001337
0.013,0.000894
0.315,0.002199
0.088,0.006211
0.387,-0.000273
0.273,0.000185
0.166,0.001233
0.328,-0.003564
0.492,0.002344
0.134,0.003585
0.306,0.001216
0.48,-0.001057
0.319,-0.004136
0.243,0.002715
0.054,0.000878
0.363,0.005824
0.05,-0.003594
0.456,0.008192
0.174,-0.00238
0.445,0.004036
0.189,0.006984
0.496,-0.007535
0.187,0.009562
0.169,0.015748
0.058,-0.00238
0.048,0.009401
0.344,0.007999
0.235,0.00286
0.252,0.002393
0.021,-0.012078
0.313,0.002312
0.459,0.00025
0.16,-0.00208
0.276,-0.003343
0.443,-0.001317
0.191,-0.001989
0.385,0.003681
0.293,-0.001699
0.413,0.010996
0.343,0.010384
0.257,-0.003323
0.308,0.007709
0.149,0.006581
0.13,0.013074
0.151,-0.004035
0.359,-0.002902
0.099,-0.007204
0.372,-0.001719
0.087,0.003263
0.458,-0.006181
0.33,0.001088
0.214,-0.002972
0.466,-0.008408
0.121,0.003005
0.499,-0.001949
0.02,0.000798
0.188,-0.004085
0.071,-0.002491
0.106,0.007516
0.27,0.007467
0.348,0.002586
0.435,0.001764
0.102,-0.002661
