Time - Voltage_1,Amplitude - Voltage_1
0.249,-0.011838
0.433,-0.003504
0.019,-0.003524
0.322,0.001345
0.332,-0.006894
0.056,0.000282
0.301,-0.004216
0.229,0.007242
0.331,-0.001147
0.132,-0.00551
0.137,0.009369
0.423,0.005276
0.335,-0.001317
0.025,0.001345
0.464,-7.82e-05
0.281,0.01301
0.247,-0.001719
0.237,0.013509
0.117,0.013525
0.042,-0.003123
0.22,-0.001668
0.176,0.002505
0.32,0.000282
0.153,0.000137
0.231,-0.003012
0.227,0.000524
0.417,0.001635
0.203,-0.001638
0.126,-0.004336
0.329,0.003762
0.031,0.001345
0.113,-0.00225
0.47,-0.002691
0.271,-0.004797
0.14,-0.00218
0.057,0.005872
0.192,0.00228
0.024,0.000459
0.017,0.006291
0.265,-0.001227
0.066,0.000117
0.208,-0.002932
0.479,-0.002832
0.094,-0.002992
0.253,-0.003032
0.266,0.007226
0.023,-0.001227
0.222,0.000749
0.261,-0.001608
0.426,-0.002822
0.005,0.000781
0.116,0.005615
0.045,0.003601
0.016,-0.001739
0.462,0.000588
0.357,0.005872
0.003,-0.001538
0.218,0.00178
0.405,0.002989
0.06,0.000266
0.11,0.004825
0.318,0.004841
0.428,0.014379
0.029,-0.005489
0.437,0.006501
0.471,-0.003042
0.026,-0.00207
0.007,-0.004196
0.453,-0.004787
0.108,0.01541
0.037,0.01077
0.157,0.001925
0.489,-0.004326
0.118,0.003134
0.114,-0.002471
0.175,-0.001468
0.373,-0.002621
0.181,0.003134
0.144,0.000636
0.369,0.003923
0.39,-0.006202
0.195,0.001313
0.404,0.002473
0.275,-0.001337
0.454,-0.001749
0.141,0.003746
0.365,0.002022
0.067,-0.001939
0.21,-0.002972
0.168,-0.00568
0.493,-0.003965
0.375,0.001265
0.4,0.001555
0.272,-0.003293
0.109,0.005002
0.248,-0.009601
0.145,0.00178
0.092,0.003311
0.152,-0.002812
0.367,0.00054
0.467,0.000814
0.083,-0.001207
0.245,0.004519
0.165,0.003053
0.163,0.004181
0.199,0.002618
0.228,0.005292
0.074,-0.002481
0.478,0.007419
0.358,-0.001568
0.25,0.000959
0.119,0.011109
0.31,-0.005931
0.299,0.001216
0.255,-0.001458
0.354,-0.001518
0.399,-0.002792
0.225,-0.001307
0.353,-0.002029
0.234,-0.002491
0.382,-0.001909
0.274,-0.003093
0.036,0.005824
0.196,-0.001327
0.139,-0.002561
0.364,0.000185
0.244,-0.001027
0.439,-0.006783
0.286,0.004374
0.059,0.00692
0.111,-0.010133
0.089,0.000314
0.436,0.000636
0.006,-0.001638
0.36,0.000814
0.346,-0.001468
0.338,-0.001177
0.158,0.008966
0.15,0.004132
0.177,-0.002531
0.393,-0.003423
0.184,0.001764
0.449,0.003939
0.01,-0.004828
0.38,0.001635
0.103,0.001329
0.081,0.014605
0.038,0.000556
0.314,-0.00207
0.167,0.001329
0.469,-0.002681
0.296,0.002973
0.474,0.001474
0.198,-0.002691
0.297,0.018068
0.416,0.001813
0.146,5.64e-05
0.392,0.007435
0.147,-0.000762
0.447,-0.00561
0.287,0.001877
0.123,0.000105
0.368,0.007532
0.096,0.005599
0.143,0.001732
0.239,0.010899
0.442,0.001474
0.097,0.010947
0.407,0.003633
0.122,0.001394
0.183,0.005566
0.202,0.002715
0.246,-0.002711
0.305,0.001523
0.298,-0.004898
0.351,-0.004186
0.386,0.001555
0.395,-0.001097
0.284,0.003037
0.125,0.00178
0.302,0.001442
0.223,-0.000371
0.418,0.002054
0.219,0.001184
0.129,0.000669
0.42,-0.001699
0.289,-0.008217
0.444,0.004165
0.376,0.001732
0.291,-0.007977
0.355,-0.001057
0.294,-0.001709
0.396,0.000427
0.34,-0.00222
0.112,-0.004577
0.179,0.006017
0.307,-0.004095
0.432,-0.001167
0.487,0.001571
0.481,0.009417
0.422,0.003005
0.233,-0.001608
0.311,0.010593
0.164,-0.001658
0.136,0.00149
0.197,0.009739
0.258,0.001297
0.232,-0.005088
0.115,-0.001428
0.12,0.006823
0.349,-0.001448
0.224,0.004874
0.402,-0.00228
0.397,0.004245
0.127,-0.005439
0.285,0.000572
0.411,-0.004436
0.107,-0.006452
0.37,0.002312
0.325,0.000266
0.133,0.00033
0.452,0.001023
0.044,0.00033
0.46,-0.001488
0.065,0.003214
0.283,0.000862
0.085,0.003955
0.242,0.001587
0.186,-0.004436
0.383,0.003617
0.159,-0.004757
0.012,-0.003093
0.035,-0.003123
0.028,-0.006934
0.17,0.000798
0.142,8.1e-06
0.398,0.000975
0.342,-0.002531
0.221,0.000491
0.095,-0.001628
0.051,-0.001167
0.24,-0.00205
0.484,0.002151
0.378,-0.0057
0.178,0.009675
0.041,0.003182
0.498,-0.001378
0.421,0.003923
0.206,-0.001719
