Time - Voltage_1,Amplitude - Voltage_1
0.249,-0.003719
0.433,0.011769
0.019,-0.002966
0.322,-0.002164
0.332,0.003842
0.056,0.002118
0.301,-0.002726
0.229,-0.001723
0.331,-0.000427
0.132,-0.000911
0.137,0.002312
0.423,-0.006938
0.335,0.010867
0.025,-0.003398
0.464,-0.007941
0.281,-0.003408
0.247,-0.003969
0.237,-0.00046
0.117,0.000958
0.042,-0.001312
0.22,0.004648
0.176,0.000507
0.32,-0.000439
0.153,0.011318
0.231,0.010496
0.227,-0.003769
0.417,0.009981
0.203,0.000781
0.126,-0.002515
0.329,-0.003829
0.031,0.004632
0.113,0.002376
0.47,-0.00083
0.271,0.010126
0.14,-0.010227
0.057,-3.8e-05
0.192,0.013412
0.024,-0.004671
0.017,-3.8e-05
0.265,0.003955
0.066,-0.002064
0.208,-0.001021
0.479,-0.0008
0.094,-0.002535
0.253,0.003633
0.266,-0.002214
0.023,-7.81e-05
0.222,-0.005063
0.261,0.006758
0.426,-0.002605
0.005,-0.000198
0.116,-0.000975
0.045,-0.000971
0.016,7.21e-05
0.462,0.0007
0.357,0.003488
0.003,-0.005684
0.218,-0.00076
0.405,0.002134
0.06,-0.001763
0.11,-0.000128
0.318,0.001973
0.428,0.000668
0.029,0.000588
0.437,0.011994
0.471,-0.001051
0.026,-0.000229
0.007,0.002295
0.453,0.009143
0.108,0.001925
0.037,0.003584
0.157,0.000572
0.489,0.004809
0.118,0.00157
0.114,0.002344
0.175,0.005196
0.373,0.004648
0.181,-0.002455
0.144,-0.001392
0.369,-0.000289
0.39,0.001007
0.195,0.002843
0.404,-0.000443
0.275,-0.000395
0.454,-0.012685
0.141,-0.000419
0.365,-0.002806
0.067,-0.000202
0.21,0.012011
0.168,-0.000943
0.493,0.003069
0.375,0.014105
0.4,3.06e-06
0.272,-0.000419
0.109,0.004132
0.248,-0.000971
0.145,-0.006196
0.092,0.018133
0.152,-0.000363
0.367,-0.002987
0.467,-0.004862
0.083,-0.001803
0.245,0.010641
0.165,-0.00751
0.163,-0.003398
0.199,-0.000409
0.228,-0.000941
0.074,0.007822
0.478,0.005099
0.358,-4.06e-05
0.25,0.008998
0.119,-0.001091
0.31,-0.000524
0.299,0.004761
0.255,0.001603
0.354,0.016361
0.399,0.001844
0.225,0.008966
0.353,0.001732
0.234,0.002634
0.382,-0.005795
0.274,0.007016
0.036,0.000137
0.196,-0.001121
0.139,-0.002515
0.364,-0.005193
0.244,-0.009345
0.439,0.001152
0.286,-0.003979
0.059,-0.001913
0.111,0.014073
0.089,0.003891
0.436,0.000749
0.006,-0.001502
0.36,0.000459
0.346,-0.00405
0.338,-0.000269
0.158,0.003246
0.15,0.005002
0.177,0.00091
0.393,-0.000319
0.184,-0.002375
0.449,-0.002305
0.01,0.011543
0.38,-0.0007
0.103,-0.001813
0.081,-0.004009
0.038,-0.00751
0.314,0.004793
0.167,-0.002987
0.469,-0.00781
0.296,0.002328
0.474,0.006372
0.198,0.002054
0.297,0.005373
0.416,0.000298
0.146,-0.00058
0.392,0.012558
